genes	INSR	HFE	NFIC	PPP1R13L	TREM2	PSMA1	DPP10	MTHFD1L	CLASRP	VSNL1	MAN2A1	CYP8B1	MAPT	CLMN	CCR2	HS3ST1	FERMT2	BLOC1S3	HLA-DRB5	PICALM	APOC2	CLNK	HLA-DRB1	SLC24A4	CHRNA2	CLPTM1	PPARG	MMP12	MS4A4A	ACHE	SORCS1	ABCA7	TCF7L2	EXOC3L2	DSG2	CEACAM16	CELF1	PILRA	PLCG2	ZNF652	LILRA5	SCN1A	FRMD4A	CACNA2D1	CACNA1G	CHRNA7	UBQLN1	APOC4	PACSIN3	CRH	SCARB1	ZCWPW1	SUCLG2	MAPK8IP1	NKPD1	BIN1	APOB	KIT	GRIN2A	SCN8A	PTK2B	PLAU	VLDLR	BACE1	UBE2L3	APP	NME8	PDGFRB	ADAM10	CNTNAP2	CNTNAP5	BZW2	HMGCR	TRAPPC6A	CASS4	CDC25B	ALDH1A2	ALDH5A1	CLU	SCIMP	CALHM1	CHRNB2	EPHA1	SPON1	VASP	MMP3	LIPG	CBLC	IL1B	TOMM40	IGSF23	ECE1	MADD	HLA-DRA	GLIS3	CD33	MT-ND2	HBEGF	CCRL2	STAT4	INPP5D	ADAMTS4	MMP13	PPP1R37	MS4A4E	RELB	MS4A6A	APOE	OARD1	BCAM	RBFOX1	TFCP2	PSEN1	GSK3B	ABCA1	ABI3	BCHE	MS4A2	HARBI1	LRP4	PSEN2	PVR	BCAS3	ACE	KIR3DL2	SYNJ1	PFDN1	MYO16	RIN3	ECHDC3	MARK4	APOC1	BCL3	APH1B	CD2AP	GAB2	PVRL2	FBXL7	OR4S1	IL6R	CR1	GRIN3B	CRY2	ESR1	SORL1	BCL2	ACP2	label
ISOC1	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.127142	0.0196736	0.0168594	0.0315764	0.0168594	0.0905599	0.0315764	0.0351317	0.029061	0.0315764	0.0315764	0.083391	0.0196736	0.0422906	0.108899	0.0315764	0.0315764	0.0316164	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.0240564	0.0315764	0.0168594	0.0315764	0.00997894	0.0315764	0.0196736	0.0168594	0.0442577	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.015768	0.0315764	0.0315764	0.00997894	0.0637402	0.0315764	0.0231566	0.0315764	0.0196736	0.0315764	0.20164	0.0315764	0.0315764	0.0315764	0.0315764	0.0971778	0.0315764	0.0315764	0.0315764	0.0315764	0.094708	0.0451171	0.118786	0.0381232	0.0315764	0.0315764	0.0905599	0.0488975	0.0231566	0.0732561	0.0471829	0.0315764	0.0315764	0.00997894	0.0315764	0.0975881	0.0231566	0.0231566	0.0231566	0.0315764	0.0315764	0.0575166	0.0522491	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.00997894	0.0315764	0.0231566	0.0818687	0.0231566	0.0315764	0.00997894	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.00997894	0.0315764	0.0168594	0.015768	0.0666414	0.0315764	0.0231566	0.0381232	0.0573845	0.0315764	0.0924152	0.0315764	0.0268917	0.0315764	0.0351317	0.0504271	0.0315764	0.0315764	0.0315764	0.0315764	0.0196736	0.00997894	0.0209283	0.0315764	0.0315764	0.0196736	0.0315764	0.0315764	0.0315764	0.0451171	0.0924152	0.0231566	0.0231566	0.015768	0.00997894	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.015768	0.0315764	0.0675365	0
KIAA0825	0.0196736	0.015768	0.0315764	0.0315764	0.0315764	0.0196736	0.0196736	0.0231566	0.0315764	0.00997894	0.0231566	0.0196736	0.0231566	0.0315764	0.0196736	0.0231566	0.015768	0.0231566	0.0168594	0.0196736	0.0231566	0.0209283	0.0315764	0.0231566	0.0168594	0.0231566	0.0209283	0.0231566	0.0168594	0.0196736	0.0168594	0.0231566	0.0196736	0.0168594	0.0196736	0.0168594	0.0209283	0.0231566	0.0196736	0.0315764	0.0209283	0.0168594	0.0168594	0.0268917	0.0168594	0.0168594	0.0231566	0.0168594	0.0231566	0.015768	0.0231566	0.0196736	0.0315764	0.0196736	0.0315764	0.0315764	0.0196736	0.0168594	0.0168594	0.0168594	0.00997894	0.0168594	0.0231566	0.0315764	0.0231566	0.0196736	0.0196736	0.0196736	0.0316164	0.0316164	0.0209283	0.0196736	0.0268917	0.0315764	0.0196736	0.0231566	0.0231566	0.0231566	0.0231566	0.015768	0.029061	0.0231566	0.0231566	0.0231566	0.0231566	0.0196736	0.0196736	0.0168594	0.0231566	0.0231566	0.00997894	0.0231566	0.0231566	0.0196736	0.0315764	0.0168594	0.00997894	0.0315764	0.0168594	0.0240564	0.00997894	0.0168594	0.0196736	0.0315764	0.00997894	0.0315764	0.0196736	0.0315764	0.0196736	0.0231566	0.00997894	0.0315764	0.0196736	0.0168594	0.0168594	0.0231566	0.0315764	0.00997894	0.0196736	0.0231566	0.0231566	0.00997894	0.0231566	0.0231566	0.00997894	0.015768	0.0231566	0.0196736	0.0196736	0.0315764	0.0231566	0.0315764	0.0231566	0.0231566	0.0231566	0.0231566	0.0231566	0.0315764	0.00997894	0.0231566	0.0168594	0.0231566	0.0231566	0.0196736	0.0315764	0.0268917	0.0231566	0
TJP3	0.0381232	0.0715438	0.0240564	0.0562352	0.0268917	0.0315764	0.0231566	0.00997894	0.0455834	0.0315764	0.0315764	0.0442577	0.015768	0.0315764	0.029061	0.0240564	0.0315764	0.0231566	0.0231566	0.0315764	0.0585486	0.0577024	0.015768	0.0231566	0.084426	0.0231566	0.0442577	0.0268917	0.0196736	0.0316164	0.0231566	0.0637402	0.0231566	0.0607152	0.0634819	0.0209283	0.0196736	0.0381232	0.0637402	0.029061	0.0506398	0.0315764	0.0240564	0.0315764	0.038545	0.00997894	0.0315764	0.0907899	0.029061	0.0168594	0.054523	0.0196736	0.0315764	0.0168594	0.0364888	0.0315764	0.0539884	0.0231566	0.0196736	0.0315764	0.0196736	0.0679007	0.0315764	0.0315764	0.0315764	0.0315764	0.0209283	0.0168594	0.0315764	0.0231566	0.00997894	0.0196736	0.0315764	0.038545	0.0552863	0.00997894	0.015768	0.0315764	0.0315764	0.0240564	0.0504271	0.0715438	0.20164	0.0231566	0.0331031	0.0451171	0.0420531	0.139107	0.0422906	0.0381232	0.00997894	0.0751149	0.0315764	0.0196736	0.0196736	0.0268917	0.00997894	0.0315764	0.0364888	0.0240564	0.0488975	0.0168594	0.029061	0.053787	0.00997894	0.0675365	0.0196736	0.00997894	0.0231566	0.0809299	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0268917	0.0315764	0.0488975	0.0231566	0.0231566	0.0455834	0.0631319	0.0231566	0.0622735	0.00997894	0.0315764	0.0315764	0.0196736	0.0692684	0.0809843	0.0168594	0.0331031	0.0924152	0.0196736	0.0231566	0.0231566	0.108899	0.0168594	0.00997894	0.0331031	0.0442577	0.0240564	0.0315764	0.0955521	0.0315764	0.0442577	0.0315764	0
ZSWIM3	0.0315764	0.0196736	0.0231566	0.0315764	0.0315764	0.0315764	0.0315764	0.0420531	0.0231566	0.0231566	0.0231566	0.0231566	0.038545	0.0231566	0.0231566	0.00997894	0.0231566	0.0316164	0.0196736	0.0231566	0.0315764	0.0231566	0.0231566	0.0315764	0.0231566	0.0209283	0.0315764	0.0231566	0.0196736	0.0331031	0.00997894	0.00997894	0.0168594	0.0196736	0.0315764	0.0168594	0.0168594	0.0315764	0.015768	0.0231566	0.0231566	0.0196736	0.0316164	0.0209283	0.029061	0.0196736	0.00997894	0.0231566	0.0240564	0.0231566	0.0168594	0.0196736	0.0315764	0.029061	0.0196736	0.0196736	0.0231566	0.0231566	0.0315764	0.0168594	0.0231566	0.0315764	0.00997894	0.0168594	0.0209283	0.0231566	0.0315764	0.0231566	0.0315764	0.0240564	0.0240564	0.0231566	0.00997894	0.0168594	0.0231566	0.0168594	0.0231566	0.0231566	0.0231566	0.015768	0.0168594	0.0168594	0.0231566	0.015768	0.00997894	0.0315764	0.0231566	0.0231566	0.0231566	0.029061	0.00997894	0.0196736	0.0268917	0.0196736	0.0231566	0.0231566	0.00997894	0.0168594	0.0315764	0.0231566	0.0196736	0.00997894	0.0315764	0.0168594	0.00997894	0.00997894	0.0315764	0.00997894	0.0196736	0.00997894	0.0168594	0.0168594	0.0315764	0.0231566	0.0231566	0.0196736	0.0315764	0.0315764	0.0168594	0.0231566	0.0231566	0.00997894	0.0196736	0.0196736	0.0168594	0.0231566	0.0315764	0.0209283	0.0231566	0.0231566	0.0168594	0.0196736	0.0231566	0.0231566	0.0231566	0.0231566	0.0209283	0.0315764	0.00997894	0.0231566	0.015768	0.0231566	0.0268917	0.0231566	0.0231566	0.0240564	0.015768	0
MS4A5	0.0315764	0.0480393	0.0231566	0.0471829	0.0231566	0.0315764	0.0231566	0.015768	0.0231566	0.0196736	0.0315764	0.0351317	0.0231566	0.0231566	0.0506398	0.0168594	0.0315764	0.00997894	0.0231566	0.0315764	0.029061	0.0316164	0.0315764	0.00997894	0.0364888	0.0231566	0.00997894	0.0480393	0.0168594	0.0168594	0.0196736	0.0231566	0.0196736	0.0351317	0.0240564	0.00997894	0.0231566	0.0168594	0.0364888	0.0231566	0.0451171	0.0196736	0.0168594	0.0231566	0.0168594	0.00997894	0.0315764	0.0240564	0.0231566	0.015768	0.0168594	0.0196736	0.0315764	0.0196736	0.0209283	0.0315764	0.0420531	0.0231566	0.015768	0.0231566	0.0196736	0.0168594	0.0315764	0.0231566	0.0315764	0.0315764	0.0679007	0.015768	0.0315764	0.0196736	0.0209283	0.0315764	0.0315764	0.0196736	0.0420531	0.0315764	0.0268917	0.0315764	0.0315764	0.0240564	0.0209283	0.0209283	0.0408771	0.0231566	0.0240564	0.0240564	0.00997894	0.0268917	0.029061	0.0231566	0.00997894	0.0209283	0.0315764	0.0196736	0.0196736	0.0455834	0.00997894	0.0168594	0.029061	0.00997894	0.015768	0.0209283	0.0442577	0.0196736	0.00997894	0.0240564	0.015768	0.0196736	0.0315764	0.0420531	0.0196736	0.0315764	0.0231566	0.0231566	0.029061	0.00997894	0.0231566	0.0480393	0.0168594	0.0196736	0.0196736	0.0196736	0.0231566	0.0168594	0.00997894	0.0315764	0.0315764	0.015768	0.0351317	0.0196736	0.0196736	0.00997894	0.0168594	0.00997894	0.0315764	0.0315764	0.0168594	0.0315764	0.015768	0.0168594	0.0488975	0.0196736	0.0315764	0.0504271	0.0315764	0.0268917	0.0231566	0
CPXCR1	0.0168594	0.0209283	0.0231566	0.0196736	0.00997894	0.0196736	0.00997894	0.038545	0.00997894	0.0231566	0.0196736	0.0316164	0.0196736	0.0231566	0.0240564	0.015768	0.0231566	0.015768	0.0196736	0.0231566	0.0209283	0.0408771	0.0196736	0.0196736	0.029061	0.0196736	0.015768	0.029061	0.00997894	0.015768	0.0196736	0.0168594	0.0196736	0.0331031	0.00997894	0.015768	0.0168594	0.00997894	0.015768	0.0231566	0.0331031	0.00997894	0.0168594	0.0315764	0.0209283	0.015768	0.0231566	0.029061	0.00997894	0.00997894	0.0168594	0.0196736	0.0231566	0.015768	0.0209283	0.0168594	0.00997894	0.0231566	0.00997894	0.0209283	0.0168594	0.00997894	0.00997894	0.0196736	0.0231566	0.0231566	0.0316164	0.0168594	0.0196736	0.00997894	0.0209283	0.0168594	0.0231566	0.0168594	0.0268917	0.0168594	0.015768	0.0231566	0.0231566	0.029061	0.0331031	0.0209283	0.015768	0.0196736	0.00997894	0.029061	0.0168594	0.0268917	0.0168594	0.015768	0.00997894	0.0168594	0.0196736	0.0196736	0.0196736	0.0168594	0.00997894	0.00997894	0.00997894	0.0196736	0.0209283	0.015768	0.0268917	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0231566	0.015768	0.0168594	0.0231566	0.00997894	0.0168594	0.0168594	0.015768	0.0231566	0.0331031	0.0231566	0.0196736	0.0168594	0.00997894	0.0196736	0.0196736	0.00997894	0.0196736	0.0231566	0.0168594	0.0168594	0.0168594	0.0231566	0.0168594	0.0168594	0.0196736	0.0196736	0.0231566	0.015768	0.0231566	0.015768	0.0168594	0.015768	0.0168594	0.0168594	0.0316164	0.0231566	0.015768	0.00997894	0
S100G	0.17671	0.253993	0.0209283	0.0451171	0.0535966	0.0315764	0.0315764	0.0231566	0.0231566	0.118163	0.0315764	0.118092	0.114735	0.0940856	0.108899	0.0315764	0.0315764	0.0315764	0.0168594	0.0315764	0.108899	0.0874552	0.0268917	0.0231566	0.365887	0.0315764	0.186477	0.0955521	0.0168594	0.0315764	0.0231566	0.086113	0.0196736	0.0601664	0.0707517	0.0637458	0.0315764	0.0585486	0.145228	0.0196736	0.119526	0.0940856	0.0315764	0.0315764	0.0231566	0.0240564	0.0315764	0.114063	0.0315764	0.114735	0.0315764	0.00997894	0.0315764	0.0315764	0.0364888	0.0315764	0.139107	0.292197	0.0480393	0.0702061	0.0940856	0.114063	0.0315764	0.114735	0.0315764	0.114735	0.0455834	0.230848	0.114735	0.0231566	0.0209283	0.0315764	0.114735	0.0408771	0.0442577	0.0315764	0.0638137	0.0315764	0.0315764	0.0240564	0.0364888	0.126431	0.24131	0.0315764	0.0315764	0.0585486	0.0539884	0.0575166	0.307677	0.0315764	0.00997894	0.059868	0.0315764	0.0231566	0.0196736	0.054523	0.00997894	0.086113	0.174296	0.0732561	0.0535966	0.086113	0.0715438	0.0231566	0.00997894	0.0809843	0.0420531	0.0315764	0.0315764	0.443351	0.0315764	0.0315764	0.0738767	0.292197	0.0231566	0.0209283	0.015768	0.118092	0.0315764	0.0231566	0.114735	0.0331031	0.0315764	0.0591843	0.0517925	0.0315764	0.0315764	0.0940856	0.0364888	0.0331031	0.0517925	0.0638137	0.0809299	0.0315764	0.0315764	0.00997894	0.112092	0.0231566	0.015768	0.204415	0.0420531	0.0240564	0.0315764	0.0907899	0.0315764	0.0506398	0.0315764	0
C12ORF45	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.00997894	0.0168594	0.0535966	0.0315764	0.0240564	0.0196736	0.0315764	0.0408771	0.0315764	0.0315764	0.0315764	0.0408771	0.0331031	0.0168594	0.0381232	0.0315764	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.00997894	0.0231566	0.0168594	0.0231566	0.0315764	0.0196736	0.0231566	0.00997894	0.0471829	0.0315764	0.0196736	0.015768	0.0168594	0.0315764	0.0209283	0.0315764	0.0315764	0.0196736	0.0782811	0.0315764	0.0315764	0.0196736	0.0168594	0.0196736	0.0488975	0.0231566	0.0196736	0.0231566	0.0315764	0.0381232	0.0315764	0.0231566	0.0231566	0.0315764	0.0231566	0.0268917	0.0607916	0.0315764	0.0315764	0.0196736	0.0498384	0.00997894	0.0209283	0.00997894	0.0268917	0.0315764	0.0231566	0.00997894	0.0315764	0.0231566	0.0315764	0.0168594	0.00997894	0.0196736	0.0231566	0.0231566	0.0601664	0.0315764	0.0315764	0.0315764	0.0315764	0.0631319	0.00997894	0.015768	0.0168594	0.00997894	0.0196736	0.0231566	0.00997894	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0231566	0.00997894	0.0315764	0.0315764	0.0231566	0.0196736	0.0231566	0.0196736	0.0231566	0.0196736	0.0331031	0.0231566	0.0231566	0.0196736	0.0315764	0.0196736	0.0315764	0.0231566	0.0196736	0.015768	0.0315764	0.015768	0.0196736	0.0231566	0.0196736	0.0168594	0.0315764	0.0315764	0.0315764	0.0315764	0.029061	0.0634819	0.0315764	0.015768	0.0231566	0.00997894	0.0315764	0.00997894	0.0231566	0.0196736	0.0315764	0.0315764	0.0315764	0.029061	0
KRTAP22-2	0.0196736	0.0168594	0.0196736	0.00997894	0.029061	0.0315764	0.0168594	0.0231566	0.0231566	0.0168594	0.0231566	0.0351317	0.0231566	0.0231566	0.0316164	0.0231566	0.0315764	0.0168594	0.00997894	0.0315764	0.0351317	0.0316164	0.0196736	0.015768	0.0331031	0.0231566	0.015768	0.0240564	0.00997894	0.0196736	0.0196736	0.0231566	0.0196736	0.0364888	0.0268917	0.015768	0.0196736	0.0209283	0.00997894	0.0231566	0.015768	0.0168594	0.0315764	0.0231566	0.0196736	0.0231566	0.0231566	0.0240564	0.0196736	0.0196736	0.0231566	0.0168594	0.0231566	0.0231566	0.0268917	0.0196736	0.0268917	0.0315764	0.015768	0.0196736	0.00997894	0.029061	0.0231566	0.0231566	0.0231566	0.0196736	0.029061	0.0231566	0.0231566	0.0231566	0.015768	0.0231566	0.0231566	0.0196736	0.0331031	0.0231566	0.0196736	0.0231566	0.0196736	0.015768	0.015768	0.0196736	0.0364888	0.0231566	0.0231566	0.0209283	0.0209283	0.0268917	0.0364888	0.0315764	0.00997894	0.0231566	0.0231566	0.00997894	0.0196736	0.0268917	0.00997894	0.0231566	0.0168594	0.015768	0.0331031	0.0231566	0.0316164	0.0196736	0.00997894	0.00997894	0.0168594	0.0231566	0.00997894	0.015768	0.015768	0.0315764	0.0231566	0.0315764	0.0231566	0.0268917	0.0196736	0.015768	0.0231566	0.0231566	0.0168594	0.0196736	0.0231566	0.0209283	0.00997894	0.0231566	0.0231566	0.0196736	0.015768	0.0168594	0.0168594	0.0240564	0.015768	0.0315764	0.0315764	0.0231566	0.0231566	0.0196736	0.00997894	0.029061	0.00997894	0.0168594	0.0231566	0.015768	0.0168594	0.0315764	0.0231566	0
PGBD3	0.00997894	0.0420531	0.0168594	0.029061	0.0168594	0.0231566	0.015768	0.015768	0.0231566	0.0196736	0.0231566	0.0268917	0.015768	0.0231566	0.0268917	0.0168594	0.0231566	0.0209283	0.0196736	0.0231566	0.00997894	0.0209283	0.0196736	0.015768	0.0381232	0.0231566	0.0196736	0.0451171	0.0196736	0.0196736	0.0240564	0.0408771	0.0196736	0.015768	0.0168594	0.00997894	0.0196736	0.015768	0.00997894	0.0231566	0.0442577	0.00997894	0.0209283	0.0168594	0.0351317	0.00997894	0.0231566	0.0268917	0.0168594	0.015768	0.0168594	0.0168594	0.0231566	0.015768	0.0209283	0.0196736	0.0331031	0.0196736	0.0168594	0.015768	0.0231566	0.0168594	0.0168594	0.0231566	0.0315764	0.0231566	0.0209283	0.0196736	0.0196736	0.0209283	0.0240564	0.0231566	0.0231566	0.0196736	0.0268917	0.0168594	0.0168594	0.0196736	0.0231566	0.0209283	0.0480393	0.015768	0.0420531	0.038545	0.0196736	0.015768	0.029061	0.029061	0.0168594	0.0196736	0.00997894	0.0168594	0.0196736	0.0168594	0.00997894	0.015768	0.00997894	0.0196736	0.0196736	0.0209283	0.0240564	0.0268917	0.0240564	0.015768	0.00997894	0.00997894	0.015768	0.0168594	0.0231566	0.0196736	0.0168594	0.0231566	0.015768	0.00997894	0.0168594	0.00997894	0.0168594	0.0451171	0.0168594	0.0268917	0.0196736	0.0168594	0.0231566	0.0168594	0.00997894	0.0231566	0.0315764	0.0240564	0.015768	0.015768	0.0168594	0.0168594	0.029061	0.00997894	0.0231566	0.0231566	0.0168594	0.0196736	0.00997894	0.0196736	0.0209283	0.00997894	0.015768	0.0535966	0.0231566	0.0331031	0.0168594	0
CIB3	0.0761887	0.00997894	0.0196736	0.015768	0.0196736	0.0315764	0.0315764	0.0231566	0.0231566	0.21091	0.0315764	0.0591843	0.0231566	0.118163	0.0364888	0.0231566	0.0315764	0.0168594	0.0196736	0.0315764	0.0408771	0.0707517	0.0196736	0.0196736	0.0364888	0.0315764	0.0168594	0.0316164	0.00997894	0.0168594	0.0196736	0.0231566	0.0231566	0.0488975	0.0240564	0.0485515	0.0231566	0.0240564	0.118299	0.0231566	0.112092	0.0761887	0.0315764	0.0315764	0.0168594	0.0315764	0.0315764	0.0634819	0.0196736	0.0231566	0.0231566	0.0196736	0.0315764	0.0231566	0.0422906	0.0315764	0.0504271	0.118163	0.0196736	0.0887712	0.0887712	0.0331031	0.0315764	0.0315764	0.0315764	0.0315764	0.0408771	0.0887712	0.0315764	0.0315764	0.00997894	0.0231566	0.0315764	0.0168594	0.0381232	0.0231566	0.0168594	0.0315764	0.0315764	0.015768	0.0506398	0.0168594	0.177332	0.0315764	0.0231566	0.0168594	0.0196736	0.0573845	0.0941972	0.015768	0.00997894	0.0268917	0.0315764	0.0196736	0.0315764	0.00997894	0.00997894	0.0315764	0.00997894	0.0168594	0.00997894	0.0196736	0.00997894	0.015768	0.00997894	0.00997894	0.0315764	0.0231566	0.0231566	0.0311067	0.0231566	0.0315764	0.0315764	0.118163	0.0315764	0.0209283	0.0231566	0.0316164	0.0231566	0.0231566	0.0196736	0.0209283	0.0315764	0.015768	0.0311067	0.0315764	0.0231566	0.0887712	0.0331031	0.00997894	0.0761887	0.0168594	0.0480393	0.0315764	0.0315764	0.0315764	0.0485515	0.0231566	0.00997894	0.0240564	0.0240564	0.00997894	0.0315764	0.0488975	0.0315764	0.0196736	0.0315764	0
ZMYND12	0.0702061	0.015768	0.0231566	0.0316164	0.029061	0.0315764	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.0168594	0.0315764	0.0168594	0.0240564	0.0231566	0.0231566	0.0231566	0.0209283	0.0231566	0.00997894	0.0209283	0.0168594	0.00997894	0.0351317	0.0231566	0.00997894	0.0240564	0.0240564	0.0231566	0.0231566	0.0231566	0.0196736	0.015768	0.0331031	0.015768	0.0231566	0.0209283	0.0240564	0.0231566	0.00997894	0.0231566	0.0315764	0.0315764	0.0231566	0.0196736	0.0315764	0.015768	0.0315764	0.0196736	0.0231566	0.00997894	0.0196736	0.0315764	0.0196736	0.0315764	0.00997894	0.0940856	0.015768	0.0231566	0.0311067	0.0209283	0.0315764	0.0231566	0.0940856	0.0315764	0.0637458	0.0702061	0.0315764	0.0231566	0.0168594	0.0315764	0.0315764	0.0196736	0.015768	0.0315764	0.0196736	0.0315764	0.0316164	0.00997894	0.0168594	0.0168594	0.103924	0.0231566	0.0231566	0.0196736	0.00997894	0.0517925	0.0240564	0.0231566	0.00997894	0.0231566	0.0231566	0.0240564	0.0420531	0.0209283	0.00997894	0.0231566	0.00997894	0.0240564	0.0168594	0.0231566	0.0196736	0.0168594	0.00997894	0.00997894	0.00997894	0.00997894	0.0168594	0.0196736	0.0231566	0.0231566	0.0231566	0.0940856	0.0196736	0.0196736	0.0196736	0.0196736	0.0168594	0.0168594	0.00997894	0.0231566	0.0315764	0.0209283	0.0168594	0.0315764	0.0231566	0.0315764	0.0209283	0.0381232	0.0702061	0.015768	0.015768	0.0231566	0.0231566	0.0315764	0.0231566	0.00997894	0.015768	0.0168594	0.0240564	0.0168594	0.0231566	0.0351317	0.0196736	0.0196736	0.0315764	0
C18ORF63	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0
C1ORF131	0.0168594	0.0196736	0.0168594	0.0196736	0.0209283	0.0451171	0.015768	0.0196736	0.0196736	0.00997894	0.015768	0.0231566	0.0168594	0.00997894	0.0196736	0.0168594	0.0331031	0.0231566	0.0240564	0.0209283	0.0196736	0.0231566	0.0268917	0.0231566	0.0231566	0.0168594	0.0231566	0.0231566	0.0168594	0.0231566	0.0196736	0.0231566	0.0168594	0.0231566	0.0168594	0.00997894	0.0196736	0.0168594	0.0196736	0.0168594	0.0231566	0.0168594	0.00997894	0.00997894	0.0231566	0.015768	0.0209283	0.0231566	0.0196736	0.0168594	0.0196736	0.0196736	0.0381232	0.00997894	0.0196736	0.00997894	0.0231566	0.015768	0.015768	0.0168594	0.0168594	0.0268917	0.00997894	0.00997894	0.0240564	0.00997894	0.0231566	0.0168594	0.0316164	0.00997894	0.0168594	0.015768	0.0209283	0.0196736	0.0231566	0.038545	0.0231566	0.015768	0.0268917	0.0231566	0.0196736	0.0231566	0.0231566	0.015768	0.0196736	0.0196736	0.0209283	0.0231566	0.0168594	0.0231566	0.00997894	0.0231566	0.0168594	0.0209283	0.029061	0.0231566	0.00997894	0.015768	0.0196736	0.0196736	0.0168594	0.0196736	0.0231566	0.0231566	0.00997894	0.0196736	0.0209283	0.00997894	0.0316164	0.0231566	0.0168594	0.0364888	0.0268917	0.0168594	0.0209283	0.0231566	0.0268917	0.0196736	0.0168594	0.015768	0.0196736	0.0231566	0.0196736	0.0231566	0.00997894	0.0209283	0.0209283	0.0196736	0.0168594	0.00997894	0.0196736	0.0240564	0.0196736	0.0209283	0.0209283	0.0209283	0.0168594	0.015768	0.015768	0.0196736	0.0196736	0.0196736	0.0168594	0.0231566	0.015768	0.0196736	0.015768	0
ZNF526	0.0168594	0.0268917	0.029061	0.00997894	0.0168594	0.0209283	0.0168594	0.015768	0.00997894	0.0168594	0.0231566	0.0240564	0.015768	0.0196736	0.0168594	0.00997894	0.0168594	0.0240564	0.015768	0.0196736	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.0268917	0.0209283	0.0168594	0.0240564	0.0209283	0.015768	0.00997894	0.00997894	0.0240564	0.0168594	0.00997894	0.00997894	0.015768	0.015768	0.0196736	0.0240564	0.00997894	0.0209283	0.0168594	0.015768	0.00997894	0.0196736	0.015768	0.0168594	0.015768	0.0209283	0.0196736	0.0168594	0.0168594	0.0209283	0.0168594	0.015768	0.0196736	0.0196736	0.00997894	0.0209283	0.0351317	0.0196736	0.0196736	0.0168594	0.0196736	0.00997894	0.0268917	0.0196736	0.0168594	0.015768	0.0168594	0.0196736	0.0196736	0.0316164	0.00997894	0.0209283	0.0168594	0.0196736	0.00997894	0.015768	0.015768	0.00997894	0.0168594	0.0209283	0.0168594	0.0168594	0.0209283	0.015768	0.0268917	0.00997894	0.0316164	0.0168594	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.0240564	0.0168594	0.0209283	0.00997894	0.0240564	0.0168594	0.00997894	0.0168594	0.0209283	0.00997894	0.015768	0.015768	0.0168594	0.015768	0.029061	0.0196736	0.00997894	0.00997894	0.0168594	0.0209283	0.0455834	0.0168594	0.0240564	0.00997894	0.0196736	0.0168594	0.015768	0.0240564	0.00997894	0.0316164	0.0196736	0.0364888	0.0196736	0.0168594	0.00997894	0.0316164	0.015768	0.00997894	0.00997894	0.0168594	0.015768	0.00997894	0.00997894	0.0231566	0.015768	0.015768	0
